"id","nome","escopo","entregaveis","atividades","faturavel","contrato_id"
180,"[Testes] Implementação de Testes Funcionais Automatizados (Item 24b)","<p>Por evento de altera&ccedil;&atilde;o em teste funcional automatizado existente.</p>","<p>1. Teste Funcional Automatizado implementado;<br />2. C&oacute;digos fonte dos artefatos implementados; armazenados e versionados no reposit&oacute;rio de c&oacute;digos fonte;<br />3. Commits, capturas de tela e demais evid&ecirc;ncias dos artefatos entregues.</p>","<p>1. Identifica&ccedil;&atilde;o e Sele&ccedil;&atilde;o dos Casos de Teste mais adequados para automa&ccedil;&atilde;o, com base em crit&eacute;rios como repetitividade, criticidade e estabilidade;<br />2. Desenvolvimento dos Scripts de Testes Automatizados, estruturando fun&ccedil;&otilde;es reutiliz&aacute;veis, valida&ccedil;&otilde;es assertivas e boas pr&aacute;ticas de codifica&ccedil;&atilde;o de testes;<br />3. Configura&ccedil;&atilde;o do Ambiente de Execu&ccedil;&atilde;o, incluindo navegadores, drivers, bibliotecas e estrutura de diret&oacute;rios.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es necess&aacute;rias &agrave; execu&ccedil;&atilde;o das atividades de implementa&ccedil;&atilde;o testes funcionais automatizados &ndash; incluindo reuni&otilde;es de alinhamento com Analistas de Requisitos, Desenvolvedores, Analistas de Testes e demais membros da equipe, voltadas ao esclarecimento de fluxos funcionais, entendimento de regras de neg&oacute;cio, defini&ccedil;&atilde;o de crit&eacute;rios de aceita&ccedil;&atilde;o e valida&ccedil;&atilde;o de ambientes ou dados de teste &ndash; est&atilde;o contempladas nos esfor&ccedil;os estimados para este servi&ccedil;o e n&atilde;o devem ser objeto de faturamento separado.</p>",True,2
85,"[Gerência de Configuração] Solicitação e Validação de Ambiente para a Implantação (Item 31)","<p>Por Aplica&ccedil;&atilde;o, por Ambiente, a cada solicita&ccedil;&atilde;o.</p>","<p>1. Solicita&ccedil;&atilde;o Formal de Ambiente de Implanta&ccedil;&atilde;o, registrada em ferramenta institucional ou por meio de documento padr&atilde;o contendo requisitos t&eacute;cnicos, configura&ccedil;&atilde;o desejada e prazos.<br />2. Evid&ecirc;ncia de Atendimento &agrave; Solicita&ccedil;&atilde;o, como tickets aprovados, prints de provisionamento, documentos de aceite ou e-mails de confirma&ccedil;&atilde;o por parte da equipe de infraestrutura.</p>","<p>1. Elabora&ccedil;&atilde;o e Submiss&atilde;o da Solicita&ccedil;&atilde;o de Ambiente, com descri&ccedil;&atilde;o t&eacute;cnica completa, tipo de ambiente requerido (produ&ccedil;&atilde;o, pr&eacute;-produ&ccedil;&atilde;o, homologa&ccedil;&atilde;o), topologia e depend&ecirc;ncias.<br />2. Alinhamento com a Equipe de Infraestrutura ou DevOps, para esclarecimento de demandas espec&iacute;ficas e obten&ccedil;&atilde;o de prazos e diretrizes institucionais.<br />3. Acompanhamento da Cria&ccedil;&atilde;o do Ambiente, com verifica&ccedil;&atilde;o de conformidade com as especifica&ccedil;&otilde;es e registro de desvios ou limita&ccedil;&otilde;es encontradas.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es e intera&ccedil;&otilde;es t&eacute;cnicas necess&aacute;rias para a solicita&ccedil;&atilde;o e valida&ccedil;&atilde;o de ambiente para implanta&ccedil;&atilde;o &ndash; incluindo alinhamentos com as equipes de infraestrutura, DevOps, seguran&ccedil;a e demais atores institucionais &ndash; est&atilde;o compreendidas nos esfor&ccedil;os estimados para este servi&ccedil;o, n&atilde;o devendo ser objeto de faturamento separado.</p>",True,2
181,"[Testes] Execução de Testes Funcionais Não Automatizados (Manuais) (Item 25b)","<p>Por Funcionalidade a ser re-testada.</p>","<p>1. Evid&ecirc;ncias de Execu&ccedil;&atilde;o dos Testes, como capturas de tela, v&iacute;deos, arquivos de log ou outros materiais comprobat&oacute;rios de que os testes foram executados e documentados.<br />2. Relat&oacute;rios de Teste, contendo status dos testes (aprovado, reprovado, bloqueado), lista de falhas encontradas, severidade e impacto identificado.<br />3. Registro de Defeitos Identificados, inseridos em ferramenta institucional de gest&atilde;o de bugs ou repassados formalmente &agrave; equipe de desenvolvimento.</p>","<p>1. Prepara&ccedil;&atilde;o e Execu&ccedil;&atilde;o Manual dos Testes, com simula&ccedil;&atilde;o de opera&ccedil;&otilde;es reais do sistema, inser&ccedil;&atilde;o de dados v&aacute;lidos/inv&aacute;lidos e verifica&ccedil;&atilde;o de respostas do sistema.<br />2. Valida&ccedil;&atilde;o das Funcionalidades, intera&ccedil;&otilde;es e respostas da aplica&ccedil;&atilde;o conforme os requisitos especificados.<br />3. Registro de Ocorr&ecirc;ncias e Defeitos, com detalhamento t&eacute;cnico para facilitar a reprodu&ccedil;&atilde;o e corre&ccedil;&atilde;o pela equipe de desenvolvimento.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es necess&aacute;rias &agrave; execu&ccedil;&atilde;o das atividades de testes manuais &ndash; incluindo reuni&otilde;es de entendimento funcional com Analistas, reuni&otilde;es para esclarecimento de crit&eacute;rios de aceita&ccedil;&atilde;o com o Product Owner ou reuni&otilde;es t&eacute;cnicas para esclarecimento de defeitos com desenvolvedores &ndash; est&atilde;o integralmente previstas nos esfor&ccedil;os estimados para este servi&ccedil;o e, portanto, n&atilde;o devem ser objeto de faturamento separado.</p>",True,2
91,"[Testes] Criação de Ambiente para execução de Testes Automatizados (Item 28)","<p>Por aplica&ccedil;&atilde;o a ser testada</p>","<p>1. Infraestrutura Provisionada, local, virtualizada ou em nuvem, conforme o contexto da aplica&ccedil;&atilde;o (ex.: Docker, VMs, containers ou servidores dedicados de testes).<br />2. Documenta&ccedil;&atilde;o de Setup T&eacute;cnico, incluindo instru&ccedil;&otilde;es de instala&ccedil;&atilde;o, configura&ccedil;&atilde;o, vari&aacute;veis de ambiente, scripts de provisionamento e requisitos m&iacute;nimos.<br />3. Scripts de Inicializa&ccedil;&atilde;o e Orquestra&ccedil;&atilde;o, para replica&ccedil;&atilde;o automatizada do ambiente (ex.: Dockerfiles, docker-compose.yml, Ansible, Terraform, Shell Scripts).</p>","<p>1. Levantamento dos Requisitos do Ambiente de Testes, considerando o framework de testes, as depend&ecirc;ncias das aplica&ccedil;&otilde;es e os recursos computacionais necess&aacute;rios.<br />2. Instala&ccedil;&atilde;o e Configura&ccedil;&atilde;o de Ferramentas de Teste, como Selenium Grid, Cypress Dashboard, Robot Framework, TestNG, Allure, entre outros.<br />3. Configura&ccedil;&atilde;o de Navegadores, Agentes e Drivers, para testes cross-browser e multiplataforma, se necess&aacute;rio.<br />4. Provisionamento de M&aacute;quinas Virtuais ou Containers, conforme padr&otilde;es t&eacute;cnicos da institui&ccedil;&atilde;o.<br />5. Cria&ccedil;&atilde;o de Scripts Automatizados de Setup, para facilitar replica&ccedil;&otilde;es do ambiente por outros membros da equipe ou em servidores externos.<br />6. Valida&ccedil;&atilde;o de Ambientes com Execu&ccedil;&atilde;o de Testes Padr&atilde;o, garantindo que o ambiente esteja operacional, est&aacute;vel e aderente aos objetivos dos testes.<br />7. Integra&ccedil;&atilde;o com Ferramentas de Integra&ccedil;&atilde;o Cont&iacute;nua, quando aplic&aacute;vel, permitindo a execu&ccedil;&atilde;o autom&aacute;tica dos testes em pipelines.<br />8. Manuten&ccedil;&atilde;o e Atualiza&ccedil;&atilde;o da Configura&ccedil;&atilde;o, conforme evolu&ccedil;&atilde;o das ferramentas, altera&ccedil;&otilde;es no sistema testado ou mudan&ccedil;as no ambiente de execu&ccedil;&atilde;o.</p>
<p>Aten&ccedil;&atilde;o:<br />(i) As reuni&otilde;es necess&aacute;rias &agrave; prepara&ccedil;&atilde;o do ambiente para execu&ccedil;&atilde;o de testes &ndash; incluindo intera&ccedil;&otilde;es com times de infraestrutura, desenvolvedores ou DevOps para defini&ccedil;&atilde;o de configura&ccedil;&atilde;o, permiss&otilde;es, depend&ecirc;ncias e conectividade &ndash; est&atilde;o compreendidas nos esfor&ccedil;os estimados para este servi&ccedil;o, n&atilde;o sendo permitida a sua cobran&ccedil;a em separado.</p>",True,2
87,"[Gerência de Configuração] Configuração / Preparação da Aplicação para Implantação (Item 30)","<p>Por Aplica&ccedil;&atilde;o.</p>","<p>1. Aplica&ccedil;&atilde;o Configurada para o Ambiente de Implanta&ccedil;&atilde;o, com todos os arquivos, par&acirc;metros e diret&oacute;rios estruturados de acordo com as exig&ecirc;ncias do ambiente-alvo (produ&ccedil;&atilde;o, homologa&ccedil;&atilde;o, pr&eacute;-produ&ccedil;&atilde;o etc.).<br />2. Arquivos de Configura&ccedil;&atilde;o Atualizados, incluindo vari&aacute;veis de ambiente e par&acirc;metros para o ambiente de destino.<br />3. Scripts de Deploy ou Instala&ccedil;&atilde;o Automatizada, quando aplic&aacute;vel, utilizando ferramentas como Shell Script, Ansible, Docker Compose, Helm, entre outras.</p>","<p>1. Ajuste de Vari&aacute;veis de Ambiente e Par&acirc;metros da Aplica&ccedil;&atilde;o, adequando URLs, bancos de dados, servi&ccedil;os de autentica&ccedil;&atilde;o, integra&ccedil;&otilde;es e tokens.<br />2. Parametriza&ccedil;&atilde;o de Configura&ccedil;&otilde;es por Ambiente, separando arquivos ou se&ccedil;&otilde;es espec&iacute;ficas para produ&ccedil;&atilde;o, homologa&ccedil;&atilde;o, desenvolvimento e testes.<br />3. Configura&ccedil;&atilde;o de Servi&ccedil;os Complementares, como armazenamento, mensageria, agendadores, gateways ou balanceadores de carga.<br />4. Cria&ccedil;&atilde;o ou Adapta&ccedil;&atilde;o de Scripts de Deploy, visando automa&ccedil;&atilde;o, rastreabilidade e padroniza&ccedil;&atilde;o do processo de implanta&ccedil;&atilde;o.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es t&eacute;cnicas necess&aacute;rias &agrave; execu&ccedil;&atilde;o das atividades de configura&ccedil;&atilde;o de aplica&ccedil;&atilde;o para implanta&ccedil;&atilde;o &ndash; incluindo intera&ccedil;&otilde;es com a equipe de infraestrutura, DevOps, seguran&ccedil;a da informa&ccedil;&atilde;o ou demais partes interessadas, para alinhamento de par&acirc;metros, permiss&otilde;es e valida&ccedil;&otilde;es &ndash; est&atilde;o inclu&iacute;das nos esfor&ccedil;os estimados para este servi&ccedil;o e, portanto, n&atilde;o devem ser objeto de faturamento separado.</p>",True,2
96,"[Gerência de Configuração] Projeto customizado de Integração Contínua para Aplicação (Item 33)","<p>Por Aplica&ccedil;&atilde;o.</p>","<p>1. Pipeline de Integra&ccedil;&atilde;o Cont&iacute;nua Customizado, com defini&ccedil;&atilde;o de est&aacute;gios, regras de execu&ccedil;&atilde;o, paralelismo e integra&ccedil;&otilde;es espec&iacute;ficas &agrave;s necessidades da aplica&ccedil;&atilde;o ou do projeto.<br />2. Arquivos de Defini&ccedil;&atilde;o do Pipeline Sob Medida, como Jenkinsfile, .gitlab-ci.yml, azure-pipelines.yml ou scripts shell/infra que componham a l&oacute;gica da esteira, com vari&aacute;veis, jobs e condicionais.<br />3. Documenta&ccedil;&atilde;o T&eacute;cnica Detalhada, contendo arquitetura da pipeline, fluxos personalizados, vari&aacute;veis sens&iacute;veis, depend&ecirc;ncias externas, integra&ccedil;&otilde;es espec&iacute;ficas (ex.: an&aacute;lise est&aacute;tica, containeriza&ccedil;&atilde;o, testes distribu&iacute;dos, artefatos versionados etc.).</p>","<p>1. Mapeamento de Requisitos Espec&iacute;ficos do Projeto ou da Aplica&ccedil;&atilde;o, considerando fluxos de build, testes, versionamento, seguran&ccedil;a e entrega cont&iacute;nua..<br />2. Constru&ccedil;&atilde;o Modular do Pipeline, com jobs independentes e reutiliz&aacute;veis, segrega&ccedil;&atilde;o de responsabilidades e integra&ccedil;&atilde;o de componentes externos ou legados.<br />3. Configura&ccedil;&atilde;o de Ambientes e Runners Sob Medida, com parametriza&ccedil;&atilde;o avan&ccedil;ada para diferentes tipos de execu&ccedil;&atilde;o.<br />4. Homologa&ccedil;&atilde;o T&eacute;cnica da Esteira Junto &agrave; Equipe T&eacute;cnica, incluindo execu&ccedil;&otilde;es assistidas, valida&ccedil;&atilde;o de indicadores e simula&ccedil;&atilde;o de falhas.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es t&eacute;cnicas necess&aacute;rias para o levantamento de requisitos, modelagem e valida&ccedil;&atilde;o de solu&ccedil;&otilde;es customizadas de integra&ccedil;&atilde;o cont&iacute;nua &ndash; incluindo alinhamentos com equipes de desenvolvimento, DevOps, seguran&ccedil;a, arquitetura e infraestrutura &ndash; est&atilde;o inclu&iacute;das nos esfor&ccedil;os estimados para este servi&ccedil;o, n&atilde;o devendo ser objeto de faturamento separado.</p>",True,2
183,"[Gerência de Configuração] Construção e Implantação (Deployment) de aplicação (Item 65)","<p>Por implanta&ccedil;&atilde;o (deployment) no ambiente solicitado.</p>","<p>1. Aplica&ccedil;&atilde;o Implantada com Sucesso no Ambiente de Destino (produ&ccedil;&atilde;o, homologa&ccedil;&atilde;o, pr&eacute;-produ&ccedil;&atilde;o), conforme vers&atilde;o aprovada e procedimentos institucionais.<br />2. Registro das Evid&ecirc;ncias da Implanta&ccedil;&atilde;o, como capturas de tela, logs de execu&ccedil;&atilde;o, prints de valida&ccedil;&atilde;o de endpoints ou funcionamento da interface.</p>","<p>1. Fechamento de vers&otilde;es, Merge Requests (sem conflitos), Empacotamento e Implanta&ccedil;&atilde;o (deployment) dos sistemas nos ambientes de Desenvolvimento, Homologa&ccedil;&atilde;o ou Produ&ccedil;&atilde;o.&nbsp;<br />2. Execu&ccedil;&atilde;o do Processo de Deploy, seguindo roteiro validado, de forma manual ou automatizada, com uso de ferramentas como Jenkins, GitLab CI, scripts de shell ou ferramentas espec&iacute;ficas da institui&ccedil;&atilde;o.<br />3. Valida&ccedil;&atilde;o T&eacute;cnica P&oacute;s-Implanta&ccedil;&atilde;o, com verifica&ccedil;&atilde;o da disponibilidade dos servi&ccedil;os, resposta dos endpoints, integridade da base e funcionamento de funcionalidades-chave.<br />4. Registro de Ocorr&ecirc;ncias Durante o Processo, documentando eventuais desvios, erros, interven&ccedil;&otilde;es manuais ou incidentes de compatibilidade.</p>
<p>Aten&ccedil;&atilde;o: (i) N&atilde;o se aplica a implanta&ccedil;&otilde;es em ambiente local (m&aacute;quina do desenvolvedor).</p>",True,2
86,"[Gerência de Configuração] Configuração da Taxonomia / Classificação / Categorização de Documentos Corporativos na ferramenta de Gerenciamento de Conteúdo Eletrônico (Item 35)","<p>Por Categoria de Documento.</p>","<p>1. Estrutura de Taxonomia Configurada na Ferramenta de ECM, refletindo a organiza&ccedil;&atilde;o l&oacute;gica de documentos por assunto, tipo documental, &aacute;rea respons&aacute;vel, temporalidade ou outro crit&eacute;rio definido.<br />2. Relat&oacute;rio de Configura&ccedil;&atilde;o Aplicada, contendo a estrutura final implementada na ferramenta, com telas, descri&ccedil;&otilde;es, hierarquias e valida&ccedil;&otilde;es funcionais.</p>","<p>1. Configura&ccedil;&atilde;o da Taxonomia e Categoriza&ccedil;&atilde;o na Ferramenta de ECM, como Alfresco, SharePoint, GEDWeb, Documentum, SEI ou solu&ccedil;&otilde;es similares.<br />2. Cria&ccedil;&atilde;o e Associa&ccedil;&atilde;o de Metadados a cada Classe Documental, com defini&ccedil;&atilde;o de obrigatoriedade, formata&ccedil;&atilde;o e regras de preenchimento.<br />3. Teste de Categoriza&ccedil;&atilde;o e Valida&ccedil;&atilde;o da Estrutura, incluindo inser&ccedil;&atilde;o de documentos de exemplo e simula&ccedil;&atilde;o de buscas.<br />4. Ajustes Finais na Estrutura de Classifica&ccedil;&atilde;o, com base em feedback da equipe de governan&ccedil;a ou usu&aacute;rios-chave.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es necess&aacute;rias &agrave; execu&ccedil;&atilde;o das atividades de configura&ccedil;&atilde;o da taxonomia, categoriza&ccedil;&atilde;o e classifica&ccedil;&atilde;o documental &ndash; incluindo reuni&otilde;es com equipes de arquivo, gest&atilde;o documental, unidades produtoras de conte&uacute;do e respons&aacute;veis por sistemas de informa&ccedil;&atilde;o &ndash; est&atilde;o contempladas nos esfor&ccedil;os estimados para este servi&ccedil;o, n&atilde;o sendo permitida sua cobran&ccedil;a em separado.</p>",True,2
188,"[Design e UX] Wireframe de Funcionalidade (Item 44b)","<p>Por evento de altera&ccedil;&atilde;o em wireframe (prot&oacute;tipo simples) existente.</p>","<p>1. Wireframes Elaborados para Funcionalidades Espec&iacute;ficas, representando visualmente a disposi&ccedil;&atilde;o de elementos da interface, fluxos de navega&ccedil;&atilde;o e intera&ccedil;&otilde;es esperadas pelo usu&aacute;rio.<br />2. Prot&oacute;tipos de Baixa ou M&eacute;dia Fidelidade, desenvolvidos em ferramentas apropriadas, com foco na estrutura e usabilidade das telas.</p>","<p>1. Identifica&ccedil;&atilde;o de Componentes Visuais e Fluxos Relevantes, com base nas necessidades do sistema, jornadas do usu&aacute;rio e boas pr&aacute;ticas de design.<br />2. Desenho de Wireframes com Foco em Clareza, Hierarquia e Funcionalidade, sem necessidade de fidelidade est&eacute;tica ou identidade visual final.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es necess&aacute;rias para a constru&ccedil;&atilde;o, valida&ccedil;&atilde;o e revis&atilde;o de wireframes de funcionalidades &ndash; incluindo intera&ccedil;&otilde;es com analistas, designers, usu&aacute;rios e equipes de desenvolvimento &ndash; est&atilde;o integralmente compreendidas nos esfor&ccedil;os estimados para este servi&ccedil;o, n&atilde;o devendo ser objeto de faturamento separado.</p>",True,2
184,"[Gerência de Configuração] Realizar Merge (mesclagem) Manual de Códigos Fonte com Conflitos (Item 66)","<p>Por Merge Request.</p>","<p>1. C&oacute;digo-Fonte Integrado com Conflitos Resolvidos Manualmente, devidamente testado e validado ap&oacute;s o merge.<br />2. Hist&oacute;rico de Commit ou Merge Registrado no Reposit&oacute;rio, contendo mensagem clara e rastre&aacute;vel da mesclagem realizada (com ID de conflitos, branches envolvidos e descri&ccedil;&atilde;o t&eacute;cnica).</p>","<p>1. An&aacute;lise dos Conflitos de Merge Reportados pelo Sistema de Controle de Vers&atilde;o.<br />2. Compreens&atilde;o das Altera&ccedil;&otilde;es Realizadas nas Branches Conflitantes, avaliando l&oacute;gica, escopo, depend&ecirc;ncias e impacto sist&ecirc;mico.<br />3. Edi&ccedil;&atilde;o Manual dos Trechos de C&oacute;digo com Conflito, garantindo coer&ecirc;ncia l&oacute;gica, preserva&ccedil;&atilde;o da funcionalidade e ader&ecirc;ncia aos requisitos das partes envolvidas.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es t&eacute;cnicas necess&aacute;rias para compreender os conflitos de c&oacute;digo, validar a l&oacute;gica envolvida ou esclarecer abordagens espec&iacute;ficas com os desenvolvedores &ndash; inclusive reuni&otilde;es para resolu&ccedil;&atilde;o conjunta de trechos amb&iacute;guos &ndash; est&atilde;o inclu&iacute;das nos esfor&ccedil;os estimados para este servi&ccedil;o e, portanto, n&atilde;o devem ser objeto de faturamento separado.</p>",True,2
185,"[Suporte e Desenvolvimento] Operação assistida de apoio às Soluções de TI (Item 67)","<p>Por evento de opera&ccedil;&atilde;o em apoio/assist&ecirc;ncia, a cada 15 minutos.</p>","<p>1. Registro de Apoio T&eacute;cnico Prestado durante o Per&iacute;odo de Opera&ccedil;&atilde;o Assistida, contendo datas, hor&aacute;rios, interlocutores, sistemas atendidos e demandas respondidas.<br />2. Evid&ecirc;ncias de Atendimentos e Intera&ccedil;&otilde;es T&eacute;cnicas, como prints de telas, e-mails, mensagens registradas em ferramenta ITSM, tickets ou atas t&eacute;cnicas.</p>","<p>1. Esclarecimento de D&uacute;vidas sobre Funcionalidades, Regras de Neg&oacute;cio ou Comportamentos Esperados, inclusive com demonstra&ccedil;&otilde;es orientadas.<br />2. Apoio T&eacute;cnico &agrave; Equipe de Sustenta&ccedil;&atilde;o ou Help Desk, oferecendo conhecimento especializado durante o per&iacute;odo de transi&ccedil;&atilde;o do projeto para a opera&ccedil;&atilde;o.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es realizadas durante a opera&ccedil;&atilde;o assistida &ndash; incluindo intera&ccedil;&otilde;es com usu&aacute;rios, analistas, desenvolvedores, gestores e equipes de suporte t&eacute;cnico &ndash; voltadas &agrave; orienta&ccedil;&atilde;o, esclarecimento, triagem de ocorr&ecirc;ncias ou alinhamento t&eacute;cnico-operacional, est&atilde;o integralmente compreendidas nos esfor&ccedil;os estimados para este servi&ccedil;o, n&atilde;o devendo ser objeto de faturamento separado.</p>",True,2
186,"[Suporte e Desenvolvimento] Elaboração e execução de Scripts (Item 68)","<p>Por script, a cada tabela/entidade envolvida no script.</p>","<p>1. Scripts Desenvolvidos e Validados, com sintaxe compat&iacute;vel ao ambiente de execu&ccedil;&atilde;o devidamente versionados e comentados.<br />2. Relat&oacute;rio de Execu&ccedil;&atilde;o do Script, contendo data, local de execu&ccedil;&atilde;o, respons&aacute;vel t&eacute;cnico, registros de entrada/sa&iacute;da e impactos observados no ambiente.<br />3. Evid&ecirc;ncia T&eacute;cnica da Execu&ccedil;&atilde;o, como capturas de tela, logs, prints de terminal, relat&oacute;rios de banco de dados ou outputs do script.</p>","<p>1. Desenvolvimento de Scripts sob Demanda, adequados ao contexto do servi&ccedil;o (ex.: carga de dados, extra&ccedil;&atilde;o, transforma&ccedil;&atilde;o, automatiza&ccedil;&atilde;o de rotinas operacionais).<br />2. Valida&ccedil;&atilde;o T&eacute;cnica e Funcional dos Scripts em Ambiente Seguro, com simula&ccedil;&atilde;o de resultados e verifica&ccedil;&atilde;o de efeitos colaterais.<br />3. Execu&ccedil;&atilde;o Controlada do Script, com uso de ferramentas apropriadas, logs ativados e supervis&atilde;o t&eacute;cnica.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es ou intera&ccedil;&otilde;es t&eacute;cnicas necess&aacute;rias para a elabora&ccedil;&atilde;o, revis&atilde;o e execu&ccedil;&atilde;o de scripts &ndash; incluindo reuni&otilde;es com analistas de sistemas, DBAs, administradores de ambientes ou usu&aacute;rios demandantes para esclarecimentos funcionais ou operacionais &ndash; est&atilde;o compreendidas nos esfor&ccedil;os estimados para este servi&ccedil;o, n&atilde;o devendo ser objeto de faturamento separado.</p>",True,2
83,"[Suporte e Desenvolvimento] Elaboração de Manuais de Usuário (Item 40)","<p>Por Funcionalidade/Est&oacute;ria de Usu&aacute;rio.</p>","<p>1. Manual de Usu&aacute;rio Elaborado, em formato textual e/ou visual, com linguagem acess&iacute;vel e foco na experi&ecirc;ncia do usu&aacute;rio, contendo orienta&ccedil;&otilde;es passo a passo para uso de sistemas, funcionalidades ou servi&ccedil;os.<br />2. Registro de Controle de Vers&atilde;o, com datas de atualiza&ccedil;&atilde;o, respons&aacute;veis e hist&oacute;rico de altera&ccedil;&otilde;es no conte&uacute;do.</p>","<p>1. Planejamento da Estrutura do Manual, considerando o p&uacute;blico-alvo, os objetivos da documenta&ccedil;&atilde;o e o n&iacute;vel de detalhamento necess&aacute;rio.<br />2. Reda&ccedil;&atilde;o T&eacute;cnica do Conte&uacute;do, utilizando linguagem clara, objetiva e orientada a tarefas (task-oriented), com foco em usabilidade e redu&ccedil;&atilde;o de erros operacionais.<br />3. Produ&ccedil;&atilde;o de Capturas de Tela, Infogr&aacute;ficos ou Fluxogramas, para ilustrar funcionalidades ou sequ&ecirc;ncias de opera&ccedil;&otilde;es.<br />4. Valida&ccedil;&atilde;o T&eacute;cnica com a Equipe Respons&aacute;vel pelo Sistema, garantindo a ader&ecirc;ncia &agrave; funcionalidade real e &agrave;s vers&otilde;es vigentes.<br />5. Revis&atilde;o Ortogr&aacute;fica, T&eacute;cnica e Funcional do Documento, com corre&ccedil;&otilde;es estruturais e estil&iacute;sticas.<br />6. Formata&ccedil;&atilde;o Final e Publica&ccedil;&atilde;o no Reposit&oacute;rio Oficial, com atribui&ccedil;&atilde;o de controle de vers&atilde;o e data de vig&ecirc;ncia.</p>
<p>Aten&ccedil;&atilde;o: (i) As reuni&otilde;es necess&aacute;rias &agrave; elabora&ccedil;&atilde;o dos manuais de usu&aacute;rio &ndash; incluindo intera&ccedil;&otilde;es com analistas, desenvolvedores e usu&aacute;rios-chave para entendimento de fluxos, valida&ccedil;&atilde;o de conte&uacute;do e esclarecimento de d&uacute;vidas &ndash; est&atilde;o integralmente previstas nos esfor&ccedil;os estimados para este servi&ccedil;o, n&atilde;o devendo ser objeto de faturamento separado.</p>",True,2
187,"[Suporte e Desenvolvimento] Participação em Reuniões (Item 69)","<p>Por evento de participa&ccedil;&atilde;o em reuni&otilde;es, a cada 15 minutos.</p>","<p>1. Registro de Participa&ccedil;&atilde;o em Reuni&otilde;es, contendo data, hor&aacute;rio, dura&ccedil;&atilde;o da reuni&atilde;o (in&iacute;cio e fim), participantes, pauta, decis&otilde;es tomadas e encaminhamentos definidos.<br />2. Contribui&ccedil;&otilde;es T&eacute;cnicas Realizadas nas Reuni&otilde;es, documentadas em atas, notas t&eacute;cnicas, atas de valida&ccedil;&atilde;o ou artefatos correlatos, conforme aplic&aacute;vel.</p>","<p>1. Participa&ccedil;&atilde;o Ativa em Reuni&otilde;es, oferecendo subs&iacute;dios t&eacute;cnicos, validando propostas, alinhando estrat&eacute;gias ou tirando d&uacute;vidas relacionadas ao escopo contratado.<br />2. Registro de Pauta e Contribui&ccedil;&otilde;es T&eacute;cnicas, com responsabilidade por apontamentos, reda&ccedil;&atilde;o de trechos ou apoio &agrave; defini&ccedil;&atilde;o de crit&eacute;rios t&eacute;cnicos.</p>
<p>Aten&ccedil;&atilde;o: (i) N&atilde;o dever&atilde;o ser objeto deste item quaisquer reuni&otilde;es explicitamente vedadas nos demais itens de cat&aacute;logo, por estarem inclu&iacute;das nos esfor&ccedil;os dos respectivos servi&ccedil;os.</p>",True,2
